1.000E-02 = radius(micron) ionized PAH/graphitic solid             
w(micron)   Q_ext     Q_abs     Q_sca    g=<cos>
1.122E-03 6.563E-03 5.536E-03 1.027E-03 9.99E-01
1.109E-03 6.359E-03 5.357E-03 1.002E-03 9.99E-01
1.096E-03 6.159E-03 5.182E-03 9.776E-04 9.99E-01
1.084E-03 5.965E-03 5.012E-03 9.538E-04 9.99E-01
1.072E-03 5.778E-03 4.847E-03 9.306E-04 9.99E-01
1.059E-03 5.597E-03 4.689E-03 9.082E-04 9.99E-01
1.047E-03 5.424E-03 4.537E-03 8.862E-04 9.99E-01
1.035E-03 5.259E-03 4.394E-03 8.652E-04 9.99E-01
1.023E-03 5.097E-03 4.252E-03 8.444E-04 9.99E-01
1.012E-03 4.937E-03 4.113E-03 8.241E-04 9.99E-01
1.000E-03 4.782E-03 3.978E-03 8.041E-04 9.99E-01
